category,lat,lon,name,city,country,type,sector,source_type,data_collection_method,source_text,source_url,dataset_id,dataset_name,pfas_values,unit,pfas_sum,details,matrix,date,year
Known PFAS user,45.864286,5.948318,Fortier Beaulieu,Rumilly,France,Industrial site,,Authorities,OSINT,ARS Rhône-Alpes,https://www.auvergne-rhone-alpes.ars.sante.fr/pfas-focus-sur-la-situation-rumilly-haute-savoie,0,Known PFAS Users,[],,,,,,
Known PFAS user,45.838896,5.960591,Salomon,Rumilly,France,Industrial site,,Authorities,OSINT,ARS Rhône-Alpes,https://www.auvergne-rhone-alpes.ars.sante.fr/pfas-focus-sur-la-situation-rumilly-haute-savoie,0,Known PFAS Users,[],,,,,,
Known PFAS user,46.566759,4.90498,Tefal,Tournus,France,Industrial site,,Authorities,OSINT,Géorisques,https://www.georisques.gouv.fr/risques/registre-des-emissions-polluantes/etablissement/details/293#/,0,Known PFAS Users,[],,,,,,
Known PFAS user,47.98403,14.272978,Agru,Waldneukirchen,Austria,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Agru,https://www.agru.at/en/,0,Known PFAS Users,[],,,https://goo.gl/maps/cSD9QcvjzUhutfgv8 ,,,
Known PFAS user,48.032,14.225225,Agru,Bad Hall,Austria,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Agru,https://www.agru.at/en/,0,Known PFAS Users,[],,,https://goo.gl/maps/NkuHEHiEQbVAB5CJ8 ,,,
Known PFAS user,47.5944,12.18521,Freudenberg,Kufstein,Austria,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Freudenberg,"https://www.fst.com/-/media/files/fst,-d-,com/certificates/iso_14001/castelli_calepio_iso_14001_2015_20231123.pdf",0,Known PFAS Users,[],,,,,,
Known PFAS user,47.469984,12.628154,Technofyon,Hochfilzen,Austria,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Technofyon,https://www.dichtungen.at/de/,0,Known PFAS Users,[],,,,,,
Known PFAS user,50.880471,4.268786,ANSUL,Dilbeek,Belgium,Industrial site,,Company,OSINT,ANSUL,https://www.ansul.be/fr/produits,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.011701,4.459179,Chemours,Mechelen,Belgium,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Teflon,https://www.chemours.com/en/-/media/files/corporate/multi-site-rc-14001-certificate.pdf?rev=a96af5b620024a09bfb2c69c81b0a835 ,0,Known PFAS Users,[],,,https://goo.gl/maps/MNW1NRmUCFdqx6CY8,,,
Known PFAS user,50.952076,4.244628,MCM,Merchtem,Belgium,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,MCM,http://mcm-spa.it/en/products/productlist/ ,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.036906,4.359788,Orchidee,Willebroek,Belgium,Industrial site,,Company,OSINT,Orchidee,https://orchidee-fire.com/products-solutions/?_sft_product_cat=foams,0,Known PFAS Users,[],,,,,,
Known PFAS user,50.787406,5.527537,Shamrock Technologies,Tongeren,Belgium,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Shamrock,https://web.archive.org/web/20221215221147/https://shamrock-technologies.inhroffice.com/nl/job/239230,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.098489,3.688144,Synthomer,Evergem,Belgium,Industrial site,,Company,OSINT,Synthomer Evergem,https://www.synthomer.com/media/zj4fsxu5/certificatede012296_iso14001_synthomer-a8b12ed26138412db87603b87c3d087e.pdf,0,Known PFAS Users,[],,,,,,
Known PFAS user,50.412454,4.014267,UNITEQ,Harmignies,Belgium,Industrial site,,Company,OSINT,UNITEQ,https://uniteq.biz/products/water-additives/,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.078627,4.140121,Vaneflon,Hamme,Belgium,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Vaneflon,https://www.vaneflon.be/en/ ,0,Known PFAS Users,[],,,https://goo.gl/maps/UJWzwDTGbTUKXFvY6 ,,,
Known PFAS user,50.905096,3.409846,Wevapress Thermoplastics,Waregem,Belgium,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Wevapress Thermoplastics,https://www.wefapress.com/en/plastic-producing-company,0,Known PFAS Users,[],,,https://g.page/wefapress?share,,,
Known PFAS user,51.149487,4.538507,Xtraflex,Lier,Belgium,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Xtraflex,http://xtraflex.com/,0,Known PFAS Users,[],,,,,,
Known PFAS user,50.135407,15.77715,Freudenberg,Opatovice nad Labem,Czechia,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Freudenberg,"https://www.fst.com/-/media/files/fst,-d-,com/certificates/iso_14001/castelli_calepio_iso_14001_2015_20231123.pdf",0,Known PFAS Users,[],,,,,,
Known PFAS user,50.76385,15.054459,Huntsman,Liberec,Czechia,Industrial site,,Company,OSINT,Huntsman,https://solutions.cht.com/cht/medien.nsf/gfx/med_MJOS-BMBEB4_3972BB/$file/The-List-by-INDITEX-Edition-IV.pdf,0,Known PFAS Users,[],,,https://goo.gl/maps/ieUDLd7tnKeLs3DY9,,,
Known PFAS user,49.414849,13.318492,Serto,Klatovy,Czechia,Industrial site,,Company,OSINT,Serto,https://www.serto.com/en/products/product-range/tubes-hoses/plastic-tubes/,0,Known PFAS Users,[],,,https://goo.gl/maps/kSSx2qLogru7HzJi6,,,
Known PFAS user,49.728706,13.315763,Wacker Chemie ,Pilsen,Czechia,Industrial site,Manufacture of plastics in primary forms,Company,OSINT,Wacker Pilsen,https://www.wacker.com/cms/en-us/about-wacker/wacker-at-a-glance/production-sites/pilsen.html,0,Known PFAS Users,[],,,,,,
Known PFAS user,55.721933,12.42718,Linatex,Herlev,Denmark,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Linatex,https://linatex.dk/r-and-d/,0,Known PFAS Users,[],,,,,,
Known PFAS user,56.01674,12.193935,O.L. Seals,Helsinge,Denmark,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,O.L. Seals,http://mcm-spa.it/fr/contact/ ,0,Known PFAS Users,[],,,,,,
Known PFAS user,62.842771,21.419046,Fluorplast,Petolahti,Finland,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Fluorplast,http://www.fluorplast.fi/en/ptfe-products,0,Known PFAS Users,[],,,https://goo.gl/maps/9r74nubXymW5ep1t8,,,
Known PFAS user,60.628841,25.268249,PRP-Plastic,Mäntsälä,Finland,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,PRP-Plastic,https://www.prpplastic.fi/en/home,0,Known PFAS Users,[],,,https://goo.gl/maps/6Js6Kv8thxnXesdD9,,,
Known PFAS user,47.858601,5.347156,3P Performance Plastics Products,Langres,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,3P ,https://www.haute-marne.gouv.fr/content/download/10558/75640/file/AP%20n%C2%B0%201056%20du%2010%20avril%202018%203%20P%20-%20LANGRES.pdf ,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.834075,1.941592,Aberflon,Plaisir,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Aberflon,https://aberflon.fr/nos-produits/,0,Known PFAS Users,[],,,,,,
Known PFAS user,49.310541,1.012182,BASF Agri Solutions,Saint-Aubin-lès-Elbeuf,France,Industrial site,,Company,OSINT,BASF Agri Solutions,https://www.basf.com/fr/fr/who-we-are/BASF_en_France/Strategie-et-Organisation-France/Elbeuf.html,0,Known PFAS Users,[],,,https://goo.gl/maps/GNkboGS1G52UjF8UA,,,
Known PFAS user,45.768166,4.703427,BioEx,Sainte-Consorce,France,Industrial site,,Company,OSINT,BioEx,https://www.bio-ex.com/fr/,0,Known PFAS Users,[],,,,,,
Known PFAS user,43.674642,1.415409,C2M Aurochs Industrie,Aucamville,France,Industrial site,,Company,OSINT,C2M Auroch,https://www.c2m-aurochs-industrie.com/qui-sommes-nous/,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.92643,2.405527,DEMGY SPN ,La Courneuve,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,DEMGY SPN ,http://www.plastiques-nobles.com/matieres-plastiques/ ,0,Known PFAS Users,[],,,https://goo.gl/maps/yKPVs1Md3zWc79BY7,,,
Known PFAS user,49.227023,4.093472,Eau et Feu,Reims,France,Industrial site,,Company,OSINT,Eau et Feu,https://eauetfeu.fr/produits/emulseurs/categorie-de-risque-feu/emulseurs-pour-feux-dhydrocarbures/,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.712197,1.371605,Fluor one,Vernouillet,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Fluor one,https://www.fluor-one.fr/moulage-de-ptfe/,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.869018,2.45676,Fluorotechnique,Montreuil,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Fluorotechnique,https://fluorotechnique.fr/revetements-fluores/ ,0,Known PFAS Users,[],,,https://goo.gl/maps/kB3cCpLrGo9RZNjm8,,,
Known PFAS user,44.849789,-0.687539,Fluorotechnique,Mérignac,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Fluorotechnique,https://fluorotechnique.fr/revetements-fluores/,0,Known PFAS Users,[],,,https://goo.gl/maps/9aTwh8fPfi3kiFi36,,,
Known PFAS user,46.00404,1.144256,Freudenberg,Chamborêt,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Freudenberg,"https://www.fst.com/-/media/files/fst,-d-,com/certificates/iso_14001/castelli_calepio_iso_14001_2015_20231123.pdf",0,Known PFAS Users,[],,,,,,
Known PFAS user,47.856769,5.346437,Freudenberg,Langres,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Freudenberg,"https://www.fst.com/-/media/files/fst,-d-,com/certificates/iso_14001/castelli_calepio_iso_14001_2015_20231123.pdf",0,Known PFAS Users,[],,,,,,
Known PFAS user,45.114688,4.96675,IKV Tribology,Saint-Donat-sur-l'Herbasse,France,Industrial site,Manufacture of refined petroleum products,Company,OSINT,IKV Tribology,https://www.ikv.fr/en/catalog/categorie/products.html,0,Known PFAS Users,[],,,https://goo.gl/maps/W5JYpdM8hFwBv4iv5,,,
Known PFAS user,45.730033,4.975438,Maceplast,Lyon,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Maceplast,https://maceplast.fr/en/,0,Known PFAS Users,[],,,,,,
Known PFAS user,49.746227,2.150166,Orchidee,Conty,France,Industrial site,,Company,OSINT,Orchidee,https://orchidee-fire.com/products-solutions/?_sft_product_cat=foams,0,Known PFAS Users,[],,,,,,
Known PFAS user,43.492723,5.384043,Perimeter Solutions / Biogema,Aix en Provence,France,Industrial site,,Company,OSINT,Perimeter Solutions / Biogema,https://www.perimeter-solutions.com/fr/histoire/,0,Known PFAS Users,[],,,,,,
Known PFAS user,50.579856,2.505733,Pirep,Busnes,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Pirep,https://pirep.fr/_docs/divers/Plaquette_FR.pdf,0,Known PFAS Users,[],,,,,,
Known PFAS user,44.443986,4.969867,SAFI,Taulignan,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,SAFI,https://www.safi-valves.com/fr/reseau-et-contact/reseau-international,0,Known PFAS Users,[],,,https://goo.gl/maps/GFm7hD7UxcgTUybg8,,,
Known PFAS user,45.642595,5.101142,Sectoriel,Saint-Quentin-Fallavier,France,Industrial site,,Company,OSINT,Sectoriel,https://www.sectoriel.com/fr/catalogsearch/result/?q=PTFE ,0,Known PFAS Users,[],,,https://goo.gl/maps/FqAiPm8oXgLSTAh87 ,,,
Known PFAS user,49.204991,2.515279,Spirel,Vineuil-Saint-Firmin,France,Industrial site,,Company,OSINT,Spirel,https://www.spirel.fr/en/our-products/specialty/ ,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.616992,2.329424,Techniflon Europe,Le Plessis-Pâte,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Techniflon Europe,http://www.ptfe-belt-techniflon.uk/,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.726471,4.603792,Tricoflex,Vitry-le-François,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Tricoflex,https://www.tricoflex.com/produit/tube-ptfe/,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.965931,2.058141,Weilburger coatings,Achères,France,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Weilburger coatings,https://www.weilburger.com/en/products,0,Known PFAS Users,[],,,https://goo.gl/maps/URTyCBR3p2sjWF8k9,,,
Known PFAS user,50.223409,8.765597,3P - Performance Plastics Products,Karben,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,3P ,https://www.3pcorporate.com//wp-content/uploads/2021/10/3P-multisite_Certificate-ISO9001-2020_2023-2020.pdf ,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.373767,6.430256,AFD Advanced Fluoropolymer Devices,Kempen,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,AFD Advanced Fluoropolymer Devices,http://www.advanced-fluoropolymer-devices.com/,0,Known PFAS Users,[],,,https://goo.gl/maps/hAK1Kfg4B6YzuT8y7,,,
Known PFAS user,49.495463,8.434411,BASF,Ludwigshafen,Germany,Industrial site,,Company,OSINT,BASF,,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.863124,8.578618,Baum,Birkenfeld,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Baum,https://web.archive.org/web/20220210021107/https://baum-lined-piping.com/ueber-uns,0,Known PFAS Users,[],,,"https://www.google.com/maps/place/BAUM+lined+piping+GmbH/@48.8631135,8.5764613,17z/data=!3m1!4b1!4m5!3m4!1s0x479712c7660f25e5:0xa1c1d86dec49d814!8m2!3d48.86311!4d8.57865",,,
Known PFAS user,50.572857,7.032201,Bernd Schwegmann,Grafschaft-Gelsdorf,Germany,Industrial site,,Company,OSINT,Bernd Schwegmann,https://www.schwegmannnet.de/index.php/en/coating-additives/product-groups-coat/slip-levelling-and-substrate-wetting-additives/451 ,0,Known PFAS Users,[],,,https://g.page/bernd-schwegmann-gmbh-co--kg?share,,,
Known PFAS user,51.368006,6.434873,Byk,Kempen,Germany,Industrial site,,Company,OSINT,Byk,https://www.byk.com/en/products/additives-by-name/aquacer-1550-r,0,Known PFAS Users,[],,,https://goo.gl/maps/juWD2nm513b6c3ob9,,,
Known PFAS user,51.668293,6.623023,Byk,Wesel,Germany,Industrial site,,Company,OSINT,Byk,https://www.byk.com/en/products/additives-by-name/aquacer-1550-r,0,Known PFAS Users,[],,,https://goo.gl/maps/f1BoNsCgGr1iuvPF6 ,,,
Known PFAS user,52.039127,8.378872,Central Glass Germany,Halle,Germany,Industrial site,,Company,OSINT,Central Glass,https://cg-germany.com/index.php?id=26&L=1,0,Known PFAS Users,[],,,,,,
Known PFAS user,47.858676,11.492498,CHT Bezema,Geretsried,Germany,Industrial site,,Company,OSINT,CHT Bezema Geretsried,https://web.archive.org/web/20110924074317/http://alpina-silicone.com/cms/front_content.php?idcat=11 ,0,Known PFAS Users,[],,,https://goo.gl/maps/voNxDvjnddMmkV7QA ,,,
Known PFAS user,48.458155,9.057639,CHT Bezema,Dusslingen,Germany,Industrial site,,Company,OSINT,CHT Bezema Dusslingen,https://www.cht.com/fileadmin/Group/pdf/mediencenter/zertifikate/standorte/dusslingen/CHT-Informationsbroschuere-Sicherheit-Dusslingen.pdf ,0,Known PFAS Users,[],,,https://goo.gl/maps/jjbGF1gruTRu8JXJ8 ,,,
Known PFAS user,53.062881,9.046385,CHT Bezema,Oyten,Germany,Industrial site,,Company,OSINT,CHT Bezema Oyten,https://www.cht.com/fileadmin/Group/pdf/mediencenter/allgemein/CHT-Informationsbroschuere-Sicherheit-Oyten.pdf ,0,Known PFAS Users,[],,,https://goo.gl/maps/d3XqBFvpsDACLpQq6   ,,,
Known PFAS user,48.627641,8.894782,Ensinger,Nufringen,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Ensinger,https://www.ensingerplastics.com/en-us/about-us,0,Known PFAS Users,[],,,,,,
Known PFAS user,47.673562,9.159217,Fiberflon,Konstanz,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Fiberflon,https://www.fiberflon.de/Products/PTFE-Coated-Glass-Fabrics/Page-288-17.aspx,0,Known PFAS Users,[],,,,,,
Known PFAS user,52.079193,7.018748,Fluor-tech Kunststoffe,Ahaus,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Fluor-tech Kunststoffe,http://fluor-tech.org/,0,Known PFAS Users,[],,,,,,
Known PFAS user,47.617548,8.053354,Freudenberg,Görwihl,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Freudenberg,"https://www.fst.com/-/media/files/fst,-d-,com/certificates/iso_14001/castelli_calepio_iso_14001_2015_20231123.pdf",0,Known PFAS Users,[],,,,,,
Known PFAS user,49.194779,9.483015,Freudenberg,Öhringen,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Freudenberg,"https://www.fst.com/-/media/files/fst,-d-,com/certificates/iso_14001/castelli_calepio_iso_14001_2015_20231123.pdf",0,Known PFAS Users,[],,,,,,
Known PFAS user,49.556773,8.661127,Freudenberg,Weinheim,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Freudenberg,"https://www.fst.com/-/media/files/fst,-d-,com/certificates/iso_14001/castelli_calepio_iso_14001_2015_20231123.pdf",0,Known PFAS Users,[],,,,,,
Known PFAS user,49.710658,8.844844,Freudenberg,Reichelsheim,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Freudenberg,"https://www.fst.com/-/media/files/fst,-d-,com/certificates/iso_14001/castelli_calepio_iso_14001_2015_20231123.pdf",0,Known PFAS Users,[],,,,,,
Known PFAS user,50.909745,9.203012,Freudenberg,Schwalmstadt,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Freudenberg,"https://www.fst.com/-/media/files/fst,-d-,com/certificates/iso_14001/castelli_calepio_iso_14001_2015_20231123.pdf",0,Known PFAS Users,[],,,,,,
Known PFAS user,52.437962,13.528797,Freudenberg Sealing Technologies,Berlin,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Freudenberg,"https://www.fst.com/-/media/files/fst,-d-,com/certificates/iso_14001/castelli_calepio_iso_14001_2015_20231123.pdf",0,Known PFAS Users,[],,,,,,
Known PFAS user,53.514245,9.980366,Freudenberg Sealing Technologies,Hamburg,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Freudenberg,"https://www.fst.com/-/media/files/fst,-d-,com/certificates/iso_14001/castelli_calepio_iso_14001_2015_20231123.pdf",0,Known PFAS Users,[],,,,,,
Known PFAS user,49.578483,10.880028,Herzogenaurach,KHP Kunststofftechnik,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,KHP Kunststofftechnik,https://www.khp-plastics.com/fluoropolymers ,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.489373,10.86854,Huntsman,Langweid,Germany,Industrial site,,Company,OSINT,Huntsman,https://solutions.cht.com/cht/medien.nsf/gfx/med_MJOS-BMBEB4_3972BB/$file/The-List-by-INDITEX-Edition-IV.pdf,0,Known PFAS Users,[],,,https://goo.gl/maps/e1ZBLjL2MPVavT8W6,,,
Known PFAS user,50.217965,7.837522,Kapp Chemie ,Miehlen,Germany,Industrial site,,Company,OSINT,Kapp Chemie ,https://www.stockmeier.com/en/products/tissue-textile/textile/effect-chemicals/ ,0,Known PFAS Users,[],,,https://goo.gl/maps/AwmfrdU5YUxV3XYJ8 ,,,
Known PFAS user,48.097441,11.519929,Klüber,Münich,Germany,Industrial site,Manufacture of refined petroleum products,Company,OSINT,Klüber,https://www.klueber.com/ecomaXL/files/PFPE_Produkte_KLuber_Lubrication.PDF,0,Known PFAS Users,[],,,https://goo.gl/maps/2RJgwWeZVSHy6nKp6,,,
Known PFAS user,51.281794,6.180181,Lefatex Chemie ,Brüggen,Germany,Industrial site,,Company,OSINT,Lefatex Chemie ,https://www.lefatex.com/en/emulsion-2/,0,Known PFAS Users,[],,,https://goo.gl/maps/UMwHv5EsDrSaJipM8,,,
Known PFAS user,51.018346,6.99095,Momentive,Leverkusen,Germany,Industrial site,,Company,OSINT,Momentive,https://sds.momentive.com/ehswww/testEbiz/e/result/report.jsp?P_LANGU=E&P_SYS=1&P_SSN=21400&P_REP=00000000000000000030&P_RES=4755&winTitle=MSET%203.1 ,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.303411,13.543066,PTFE Competence Center,Grossenhain,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,PTFE Competence Center GmbH,https://web.archive.org/web/20221213110924/https://www.ptfe-cc.de/ ,0,Known PFAS Users,[],,,"https://www.google.nl/maps/place/PTFE+Competence+Center+GmbH/@52.2926378,-13.3481808,5z/data=!4m10!1m2!2m1!1sptfe!3m6!1s0x47a79d5f7ed20889:0x21f9ede6ae80ffed!8m2!3d51.3034226!4d13.5430325!15sCgRwdGZlkgEbcGxhc3RpY19mYWJyaWNhdGlvbl9jb21wYW554AEA!16s%2Fg%2F1tjxdpfj",,,
Known PFAS user,51.335425,13.363737,PTFE Nünchritz,Glaubitz,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,PTFE Nünchritz,https://www.ptfe-nuenchritz.de/leistungen/,0,Known PFAS Users,[],,,,,,
Known PFAS user,50.133162,8.86214,PTFE Solutions,Maintal,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,PTFE Solutions,https://web.archive.org/web/20221123130639/https://www.ptfe-solutions.com/about ,0,Known PFAS Users,[],,,"https://www.google.nl/maps/place/PTFE+Solutions+GmbH/@52.2926378,-13.3481808,5z/data=!4m10!1m2!2m1!1sptfe!3m6!1s0x47bd1180cd76ad59:0x729b0324e8582f0!8m2!3d50.1331869!4d8.8621406!15sCgRwdGZlkgETbWVjaGFuaWNhbF9lbmdpbmVlcuABAA!16s%2Fg%2F11h_fh678t",,,
Known PFAS user,48.785791,9.191589,PTFE-Europe,Stuttgart,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,PTFE-Europe,http://www.ptfe-europe.de/pfa-daten,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.885115,9.181607,PTFE-Europe,Stuttgart,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,PTFE-Europe,http://www.ptfe-europe.de/pfa-daten,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.180302,7.250889,PTFE-Solutec,Remscheid,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,PTFE-Solutec,https://web.archive.org/web/20221123130110/http://www.ptfe-solutec.de/,0,Known PFAS Users,[],,,"https://www.google.nl/maps/place/PTFE-Solutec+GmbH+Werkzeug-+%26+Vorrichtungsbau/@52.2926378,-13.3481808,5z/data=!4m10!1m2!2m1!1sptfe!3m6!1s0x47b92b942387e155:0x90829beaa347ccfa!8m2!3d51.1800299!4d7.248168!15sCgRwdGZlkgEcbWFjaGluZXJ5X3BhcnRzX21hbnVmYWN0dXJlcuABAA!16s%2Fg%2F1trxcsy2",,,
Known PFAS user,49.18351,9.169117,ptfe24,Heilbronn,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,ptfe24,https://ptfe24.de/entwicklung-und-fertigung/,0,Known PFAS Users,[],,,,,,
Known PFAS user,47.853964,11.488459,Rudolf Chemie,Geretsried,Germany,Industrial site,,Company,OSINT,Rudolf Chemie,https://solutions.cht.com/cht/medien.nsf/gfx/med_MJOS-BMBEB4_3972BB/$file/The-List-by-INDITEX-Edition-IV.pdf,0,Known PFAS Users,[],,,https://goo.gl/maps/AHeh4K68DKbSzMnx5,,,
Known PFAS user,48.531919,9.331073,Rudolf Gutbrod Kunststoffbeschichtungen,Dettingen an der Erms,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Rudolf Gutbrod Kunststoffbeschichtungen,https://www.gutbrod-ptfe.de/verfahren-52.html,0,Known PFAS Users,[],,,,,,
Known PFAS user,50.257882,8.643199,Rühl ,Friedrichsdorf,Germany,Industrial site,,Company,OSINT,Rühl ,https://ruehl-flm.com/products/#foam,0,Known PFAS Users,[],,,,,,
Known PFAS user,49.809816,8.567444,SAFI,Pfungstadt,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,SAFI,https://www.safi-valves.com/fr/reseau-et-contact/reseau-international,0,Known PFAS Users,[],,,https://goo.gl/maps/SsVAFVtVfK6HiVhX9 ,,,
Known PFAS user,48.67021,9.037791,Schill+Seilacher,Böblingen,Germany,Industrial site,,Company,OSINT,Schill+Seilacher,https://solutions.cht.com/cht/medien.nsf/gfx/med_MJOS-BMBEB4_3972BB/$file/The-List-by-INDITEX-Edition-IV.pdf,0,Known PFAS Users,[],,,https://goo.gl/maps/vWhjUFA9no4oohiK,,,
Known PFAS user,50.91799,13.976089,Schill+Seilacher,Pirna,Germany,Industrial site,,Company,OSINT,Schill+Seilacher,https://www.schillseilacher.de/en/products/chemicals-for-technical-textiles/hydrophobation-oleophobization/?tx_schillseilacher_pi1%5Bcategory%5D=104&tx_schillseilacher_pi1%5Baction%5D=show&tx_schillseilacher_pi1%5Bcontroller%5D=Category&cHash=82dac00a6ea6aedde47653d5739b062a,0,Known PFAS Users,[],,,https://goo.gl/maps/sbL9cxeNTn6zLVkr5,,,
Known PFAS user,49.230411,9.172701,Solvay,Bad Wimpfen,Germany,Industrial site,,Company,OSINT,Solvay Fluor,https://www.solvay.de/standorte/bad-wimpfen/produkte,0,Known PFAS Users,[],,,https://goo.gl/maps/iz1ofJAoEvpr99rQ6,,,
Known PFAS user,51.306683,7.251951,Spengler Fluorkunststoffe,Wuppertal,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Spengler Fluorkunststoffe,https://spengler-fluorkunststoffe.de/eptfe/ ,0,Known PFAS Users,[],,,,,,
Known PFAS user,53.536337,10.07562,STHAMER,Hamburg,Germany,Industrial site,,Company,OSINT,STHAMER,https://www.sthamer.com/en/,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.423667,7.710096,Synthetica Fluorplastics,Iserlohn,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,synthetica® Fluorplastics,https://www.synthetica.de/unternehmen/,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.350863,7.081051,TEKU Fluorkunststoffe,Velbert,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,TEKU GmbH Fluorkunststoffe,https://web.archive.org/web/20220617083156/https://www.teku-gmbh.com/,0,Known PFAS Users,[],,,"https://www.google.nl/maps/place/TEKU+GmbH+Fluorkunststoffe/@52.2926378,-13.3481808,5z/data=!4m10!1m2!2m1!1sptfe!3m6!1s0x47b8dbced3857e37:0x8b6a5b5146416fb5!8m2!3d51.3508333!4d7.0810392!15sCgRwdGZlkgEbcGxhc3RpY19mYWJyaWNhdGlvbl9jb21wYW554AEA!16s%2Fg%2F1tjt10h3",,,
Known PFAS user,49.335683,8.420255,Thor,Speyer,Germany,Industrial site,,Company,OSINT,Thor,https://solutions.cht.com/cht/medien.nsf/gfx/med_MJOS-BMBEB4_3972BB/$file/The-List-by-INDITEX-Edition-IV.pdf,0,Known PFAS Users,[],,,https://goo.gl/maps/2nJZRZoyNMRKjMU67 ,,,
Known PFAS user,47.852596,12.964476,Trans-Textil,Freilassing,Germany,Industrial site,,Company,OSINT,Trans-Textil,http://www.trans-textil.de/html/technologie/ausruestung.html,0,Known PFAS Users,[],,,https://g.page/trans-textil-gmbh?share ,,,
Known PFAS user,53.172347,8.684534,Vector Foiltec,Bremen,Germany,Industrial site,Manufacture of rubber and plastic products,Company,OSINT,Vector Foiltec,https://www.vector-foiltec.com/texlon-etfe/,0,Known PFAS Users,[],,,,,,
